sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1023,Antenatal Visit,0,,0.86,UNCHECKED,UNREVIEWED,,0,4313474,Prenatal visit,Observation,MAPS_TO,,<auto>,1751446438755,
908,Male condom,0,,1.00,UNCHECKED,UNREVIEWED,,0,36210170,Male condom,Meas Value,MAPS_TO,,<auto>,1751446476443,
1414,Tranexamic Acid,0,,1.00,UNCHECKED,UNREVIEWED,,0,1303425,tranexamic acid,Drug,MAPS_TO,,<auto>,1751446453190,
98,A positive,0,,0.91,UNCHECKED,UNREVIEWED,,0,45884084,Positive,Meas Value,MAPS_TO,,<auto>,1751446439486,
1787,ELISA blood test,0,,0.71,UNCHECKED,UNREVIEWED,,0,4246053,Blood test,Measurement,MAPS_TO,,<auto>,1751446421409,
1024,Toxic hepatitis,0,,1.00,UNCHECKED,UNREVIEWED,,0,4055223,Toxic hepatitis,Condition,MAPS_TO,,<auto>,1751446438500,
1246,Alprazolam,0,,1.00,UNCHECKED,UNREVIEWED,,0,36308044,Alprazolam,Meas Value,MAPS_TO,,<auto>,1751446476703,
1790,Covid 19 Test Set,0,,0.39,UNCHECKED,UNREVIEWED,,0,36033670,COVID-19 note,Note,MAPS_TO,,<auto>,1751446515395,
697,text area field,0,,0.54,UNCHECKED,UNREVIEWED,,0,42083586,Field,Geography,MAPS_TO,,<auto>,1751446453697,
97,A negative,0,,0.88,UNCHECKED,UNREVIEWED,,0,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1751446421738,
1505,Fungobacter,0,,0.69,UNCHECKED,UNREVIEWED,,0,4140148,Sphingobacteria,Observation,MAPS_TO,,<auto>,1751446439850,
219,Not done,0,,1.00,UNCHECKED,UNREVIEWED,,0,45878559,Not done,Meas Value,MAPS_TO,,<auto>,1751446477113,
1000,Axillary lymph node location,0,,0.90,UNCHECKED,UNREVIEWED,,0,4239187,Axillary lymph node structure,Spec Anatomic Site,MAPS_TO,,<auto>,1751446495305,
1770,Post-Operative Instructions,0,,0.70,UNCHECKED,UNREVIEWED,,0,44809554,Post-operative care in primary care,Observation,MAPS_TO,,<auto>,1751446482605,
577,Dander (Animal) Allergy,0,,0.48,UNCHECKED,UNREVIEWED,,0,4138133,Animal dander,Observation,MAPS_TO,,<auto>,1751446476278,
1751,Post-Operative Diagnosis,0,,0.82,UNCHECKED,UNREVIEWED,,0,4236136,Post-op diagnosis,Observation,MAPS_TO,,<auto>,1751446439174,
210,Cestode Infection,0,,1.00,UNCHECKED,UNREVIEWED,,0,433702,Cestode infection,Condition,MAPS_TO,,<auto>,1751446439695,
895,Periorbital Cellulitis,0,,1.00,UNCHECKED,UNREVIEWED,,0,4030977,Cellulitis of periorbital region,Condition,MAPS_TO,,<auto>,1751446439044,
168,Serum ferritin,3,,0.83,UNCHECKED,UNREVIEWED,,0,4148588,Serum ferritin measurement,Measurement,MAPS_TO,,<auto>,1751446454228,
1211,Vaccination date,0,,0.79,UNCHECKED,UNREVIEWED,,0,4144375,Active immunization,Procedure,MAPS_TO,,<auto>,1751446439029,
1504,Ferrous Folate,0,,0.61,UNCHECKED,UNREVIEWED,,0,1595799,ferrous fumarate,Drug,MAPS_TO,,<auto>,1751446422183,
94,O positive,0,,0.88,UNCHECKED,UNREVIEWED,,0,45884084,Positive,Meas Value,MAPS_TO,,<auto>,1751446482935,
552,4-quinolones allergy,0,,0.72,UNCHECKED,UNREVIEWED,,0,441467,4-quinolones adverse reaction,Observation,MAPS_TO,,<auto>,1751446515928,
1501,Dolex,0,,0.80,UNCHECKED,UNREVIEWED,,0,41940317,Dole,Geography,MAPS_TO,,<auto>,1751446483111,
1643,Dextran in NaCl,0,,0.59,UNCHECKED,UNREVIEWED,,0,1352890,dextran,Drug,MAPS_TO,,<auto>,1751446495969,
1619,Tenofovir,0,,1.00,UNCHECKED,UNREVIEWED,,0,19011093,tenofovir,Drug,MAPS_TO,,<auto>,1751446439466,
460,Kilogram,0,,1.00,UNCHECKED,UNREVIEWED,,0,9529,kilogram,Unit,MAPS_TO,,<auto>,1751446439767,
1722,Type 1 diabetes (E10),0,,0.54,UNCHECKED,UNREVIEWED,,0,201254,Type 1 diabetes mellitus,Condition,MAPS_TO,,<auto>,1751446516362,
591,Allergy-Sensitivity to Fungi Syndrome,0,,1.00,UNCHECKED,UNREVIEWED,,0,4148469,Allergy-sensitivity to fungi syndrome,Condition,MAPS_TO,,<auto>,1751446478184,
395,Kaposi's sarcoma of skin,0,,1.00,UNCHECKED,UNREVIEWED,,0,258981,Kaposi's sarcoma of skin,Condition,MAPS_TO,,<auto>,1751446422835,
1755,Monitored Anesthesia Care,0,,0.86,UNCHECKED,UNREVIEWED,,0,4217901,MAC sedation,Procedure,MAPS_TO,,<auto>,1751446477351,
1344,Levonorgestrel & Ethinylestradiol,0,,0.61,UNCHECKED,UNREVIEWED,,0,40042023,estradiol / ethinyl estradiol / levonorgestrel Oral Tablet,Drug,MAPS_TO,,<auto>,1751446440250,
391,Pulmonary Hypertension,0,,1.00,UNCHECKED,UNREVIEWED,,0,4322024,Pulmonary hypertension,Condition,MAPS_TO,,<auto>,1751446483846,
943,Urogenital examination (text),0,,0.53,UNCHECKED,UNREVIEWED,,0,4111523,Examination of male genitals,Procedure,MAPS_TO,,<auto>,1751446440955,
169,Thyroid stimulating hormone test,3,,0.88,UNCHECKED,UNREVIEWED,,0,4246879,Thyroid stimulating hormone measurement,Measurement,MAPS_TO,,<auto>,1751446455526,
765,Genital warts,0,,1.00,UNCHECKED,UNREVIEWED,,0,4148102,Genital warts,Condition,MAPS_TO,,<auto>,1751446440523,
1739,Tuberculosis of skin and subcutaneous tissue (A18.4),0,,0.70,UNCHECKED,UNREVIEWED,,0,4153291,Tuberculosis of skin and subcutaneous tissue,Condition,MAPS_TO,,<auto>,1751446440731,
230,Basophils,3,,1.00,UNCHECKED,UNREVIEWED,,0,36310855,Basophils,Meas Value,MAPS_TO,,<auto>,1751446455759,
1118,Former smoker,0,,1.00,UNCHECKED,UNREVIEWED,,0,45883458,Former smoker,Meas Value,MAPS_TO,,<auto>,1751446484256,
1056,In the past,0,,1.00,UNCHECKED,UNREVIEWED,,0,4132507,Past,Observation,MAPS_TO,,<auto>,1751446440778,
1769,Time of Procedure,0,,0.86,UNCHECKED,UNREVIEWED,,0,42539379,At time of procedure,Observation,MAPS_TO,,<auto>,1751446479147,
1286,Clonazepan,0,,0.89,UNCHECKED,UNREVIEWED,,0,798874,clonazepam,Drug,MAPS_TO,,<auto>,1751446440907,
47,CD4/CD8,3,,0.86,UNCHECKED,UNREVIEWED,,0,37392800,CD4/CD8 ratio,Measurement,MAPS_TO,,<auto>,1751446455877,
802,Limitation of Joint Movement,0,,1.00,UNCHECKED,UNREVIEWED,,0,4323826,Limitation of joint movement,Observation,MAPS_TO,,<auto>,1751446497137,
1367,Nitrofurantoin,0,,1.00,UNCHECKED,UNREVIEWED,,0,920293,nitrofurantoin,Drug,MAPS_TO,,<auto>,1751446441809,
93,O negative,0,,0.86,UNCHECKED,UNREVIEWED,,0,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1751446479435,
301,On hold,0,,1.00,UNCHECKED,UNREVIEWED,,0,764411,On hold,Observation,MAPS_TO,,<auto>,1751446441400,
531,Peanuts,0,,1.00,UNCHECKED,UNREVIEWED,,0,42538933,Peanut,Observation,MAPS_TO,,<auto>,1751446442043,
1743,Tuberculosis of bones and joints (A18.0),0,,0.64,UNCHECKED,UNREVIEWED,,0,438673,Tuberculosis of bones and/or joints,Condition,MAPS_TO,,<auto>,1751446478688,
1597,Silver sulfadiazine,0,,1.00,UNCHECKED,UNREVIEWED,,0,966956,silver sulfadiazine,Drug,MAPS_TO,,<auto>,1751446441581,
1500,Co-Amoxiclav,0,,0.37,UNCHECKED,UNREVIEWED,,0,40105046,amoxicillin / clavulanate Oral Tablet,Drug,MAPS_TO,,<auto>,1751446479805,
1310,Ethionamide,0,,1.00,UNCHECKED,UNREVIEWED,,0,1750074,ethionamide,Drug,MAPS_TO,,<auto>,1751446497598,
1421,Vitamin B Complex,0,,1.00,UNCHECKED,UNREVIEWED,,0,19010970,vitamin B complex,Drug,MAPS_TO,,<auto>,1751446485094,
1043,khat abuse,0,,1.00,UNCHECKED,UNREVIEWED,,0,42535585,Catha edulis abuse,Condition,MAPS_TO,,<auto>,1751446442279,
397,Infection due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),0,,0.91,UNCHECKED,UNREVIEWED,,0,756039,Respiratory infection caused by COVID-19,Condition,MAPS_TO,,<auto>,1751446442844,
240,Creatine kinase,3,,0.84,UNCHECKED,UNREVIEWED,,0,4161804,Finding of creatine kinase level,Measurement,MAPS_TO,,<auto>,1751446456467,
1482,Iptratropium bromide & albuterol,0,,0.46,UNCHECKED,UNREVIEWED,,0,43011917,albuterol 1 MG/ML / ipratropium bromide 0.2 MG/ML Inhalation Solution,Drug,MAPS_TO,,<auto>,1751446442001,
564,Statins,0,,0.79,UNCHECKED,UNREVIEWED,,0,42536020,HMG-CoA reductase inhibitor,Observation,MAPS_TO,,<auto>,1751446441905,
1723,Malignant tumor of lymphatic and hematopoietic tissue (C96.7),0,,0.55,UNCHECKED,UNREVIEWED,,0,4147164,Malignant tumor of lymphoid hemopoietic and related tissue,Condition,MAPS_TO,,<auto>,1751446517782,
1539,Ascorbic acid (Vit C),0,,0.60,UNCHECKED,UNREVIEWED,,0,19011773,ascorbic acid,Drug,MAPS_TO,,<auto>,1751446442140,
54,"Mycobacterium tuberculosis lipoarabinomannan antigen, urine, rapid",0,,0.93,UNCHECKED,UNREVIEWED,,0,36659897,Mycobacterium tuberculosis lipoarabinomannan Ag [Presence] in Urine by Rapid immunoassay,Measurement,MAPS_TO,,<auto>,1751446424781,
390,Hyperthyroidism,0,,1.00,UNCHECKED,UNREVIEWED,,0,4142479,Hyperthyroidism,Condition,MAPS_TO,,<auto>,1751446480259,
734,Coma,0,,1.00,UNCHECKED,UNREVIEWED,,0,380834,Coma,Condition,MAPS_TO,,<auto>,1751446442066,
1486,Propranolol hydrochloride,0,,0.89,UNCHECKED,UNREVIEWED,,0,40163311,propranolol hydrochloride 10 MG,Drug,MAPS_TO,,<auto>,1751446479635,
1117,Rhinorrhoea,0,,1.00,UNCHECKED,UNREVIEWED,,0,4276172,Nasal discharge,Condition,MAPS_TO,,<auto>,1751446480570,
1121,Opioid abuse,0,,1.00,UNCHECKED,UNREVIEWED,,0,438130,Opioid abuse,Condition,MAPS_TO,,<auto>,1751446425226,
327,Radiology department,0,,0.86,UNCHECKED,UNREVIEWED,,0,4083289,Seen in radiology department,Observation,MAPS_TO,,<auto>,1751446498377,
1622,Zidovudine & Lamivudine & Nevirapine (AZT/3TC/NVP),0,,0.40,UNCHECKED,UNREVIEWED,,0,40137867,lamivudine / nevirapine / zidovudine Oral Tablet,Drug,MAPS_TO,,<auto>,1751446443070,
874,Recurrence of disease,0,,0.79,UNCHECKED,UNREVIEWED,,0,440059,Recurrent disease,Condition,MAPS_TO,,<auto>,1751446485991,
1264,Benzoyl Peroxide,0,,1.00,UNCHECKED,UNREVIEWED,,0,918172,benzoyl peroxide,Drug,MAPS_TO,,<auto>,1751446442625,
729,Tobacco use counseling,0,,0.80,UNCHECKED,UNREVIEWED,,0,46272634,Counseling about tobacco use,Procedure,MAPS_TO,,<auto>,1751446442875,
268,Cash,0,,1.00,UNCHECKED,UNREVIEWED,,0,42062866,Cash,Geography,MAPS_TO,,<auto>,1751446442827,
1466,Tobramycin & Dexamethasone,0,,0.57,UNCHECKED,UNREVIEWED,,0,1518254,dexamethasone,Drug,MAPS_TO,,<auto>,1751446518443,
463,Gallon,0,,0.66,UNCHECKED,UNREVIEWED,,0,41963432,Tallone,Geography,MAPS_TO,,<auto>,1751446443295,
1563,Albumin,0,,0.93,UNCHECKED,UNREVIEWED,,0,46273815,Conalbumin,Observation,MAPS_TO,,<auto>,1751446498607,
1674,Vasopressin,0,,0.78,UNCHECKED,UNREVIEWED,,0,438476,Vasopressin resistance,Condition,MAPS_TO,,<auto>,1751446486515,
1420,Verapamil,0,,1.00,UNCHECKED,UNREVIEWED,,0,1307863,verapamil,Drug,MAPS_TO,,<auto>,1751446480895,
1424,Zinc Sulphate,0,,0.65,UNCHECKED,UNREVIEWED,,0,4115781,Hydrazine sulfate,Device,MAPS_TO,,<auto>,1751446425683,
1784,Tested for COVID 19,0,,0.48,UNCHECKED,UNREVIEWED,,0,37155372,Severe acute respiratory syndrome coronavirus 2 vaccination not done,Observation,MAPS_TO,,<auto>,1751446480410,
198,cerebrospinal fluid bacterial culture,2,,0.85,UNCHECKED,UNREVIEWED,,0,4098503,Cerebrospinal fluid culture,Measurement,MAPS_TO,,<auto>,1751446457805,
1516,Vitamin C,0,,0.88,UNCHECKED,UNREVIEWED,,0,19009405,vitamin D,Drug,MAPS_TO,,<auto>,1751446443183,
605,Every twelve hours,0,,1.00,UNCHECKED,UNREVIEWED,,0,4141101,Every twelve hours,Meas Value,MAPS_TO,,<auto>,1751446499032,
1106,Not applicable,0,,1.00,UNCHECKED,UNREVIEWED,,0,45882470,Not applicable,Meas Value,MAPS_TO,,<auto>,1751446518713,
770,Wasting syndrome,0,,0.80,UNCHECKED,UNREVIEWED,,0,4305010,Opitz-Frias syndrome,Condition,MAPS_TO,,<auto>,1751446443837,
858,Return visit date,0,,0.71,UNCHECKED,UNREVIEWED,,0,46235916,Visit date,Observation,MAPS_TO,,<auto>,1751446481520,
711,Objective Findings,0,,0.70,UNCHECKED,UNREVIEWED,,0,4128618,Objective,Meas Value,MAPS_TO,,<auto>,1751446487318,
120,Reticulocytes (%),2,,0.50,UNCHECKED,UNREVIEWED,,0,4199752,Reticulocyte,Spec Anatomic Site,MAPS_TO,,<auto>,1751446458427,
477,Capsule,0,,1.00,UNCHECKED,UNREVIEWED,,0,46237103,Capsule,Meas Value,MAPS_TO,,<auto>,1751446487554,
349,Constipation,0,,1.00,UNCHECKED,UNREVIEWED,,0,21498885,Constipation,Meas Value,MAPS_TO,,<auto>,1751446518985,
709,Internal facility transfer/referral,0,,0.72,UNCHECKED,UNREVIEWED,,0,45878214,Internal facility referral or transfer,Meas Value,MAPS_TO,,<auto>,1751446444070,
1673,Tocopherol,0,,1.00,UNCHECKED,UNREVIEWED,,0,42709318,tocopherol,Drug,MAPS_TO,,<auto>,1751446481963,
1047,reuse,0,,0.92,UNCHECKED,UNREVIEWED,,0,41939630,Creuse,Geography,MAPS_TO,,<auto>,1751446519083,
55,"HIV DNA polymerase chain reaction, dried blood spot (DBS)",0,,0.50,UNCHECKED,UNREVIEWED,,0,4120014,Polymerase chain reaction technique,Observation,MAPS_TO,,<auto>,1751446445109,
1289,Clotrimazole Otic,0,,0.89,UNCHECKED,UNREVIEWED,,0,1000632,clotrimazole,Drug,MAPS_TO,,<auto>,1751446444426,
918,Surgical Outpatient Department,0,,0.73,UNCHECKED,UNREVIEWED,,0,4083412,Seen in hospital outpatient department,Observation,MAPS_TO,,<auto>,1751446427124,
1215,Yellow fever vaccination,0,,0.85,UNCHECKED,UNREVIEWED,,0,36714197,Yellow fever vaccination contraindicated,Observation,MAPS_TO,,<auto>,1751446499839,
372,Enteropathogenic Escherichia Coli Gastrointestinal Tract Infection,0,,1.00,UNCHECKED,UNREVIEWED,,0,4345206,Enteropathogenic Escherichia coli gastrointestinal tract infection,Condition,MAPS_TO,,<auto>,1751446444423,
66,HIV viral load,2,,1.00,UNCHECKED,UNREVIEWED,,0,4201046,HIV viral load,Measurement,MAPS_TO,,<auto>,1751446458859,
304,Urology service,0,,1.00,UNCHECKED,UNREVIEWED,,0,4149163,Urology service,Observation,MAPS_TO,,<auto>,1751446444946,
1677,Someticone,0,,0.65,UNCHECKED,UNREVIEWED,,0,45882528,Sometimes,Meas Value,MAPS_TO,,<auto>,1751446427592,
761,Hearing difficulties,0,,0.85,UNCHECKED,UNREVIEWED,,0,4038030,Hearing difficulty,Observation,MAPS_TO,,<auto>,1751446444773,
957,Intense fatigue and general weakness,0,,0.73,UNCHECKED,UNREVIEWED,,0,437113,Asthenia,Observation,MAPS_TO,,<auto>,1751446444579,
1542,Zinc,0,,1.00,UNCHECKED,UNREVIEWED,,0,42082332,Zinc,Geography,MAPS_TO,,<auto>,1751446445094,
714,Plan,0,,1.00,UNCHECKED,UNREVIEWED,,0,42027005,Plan,Geography,MAPS_TO,,<auto>,1751446427746,
500,Caffeine,0,,1.00,UNCHECKED,UNREVIEWED,,0,1134439,caffeine,Drug,MAPS_TO,,<auto>,1751446444946,
212,Moderate,0,,1.00,UNCHECKED,UNREVIEWED,,0,45877983,Moderate,Meas Value,MAPS_TO,,<auto>,1751446444877,
706,Inpatient patient disposition,0,,0.75,UNCHECKED,UNREVIEWED,,0,40769794,Patient Disposition,Observation,MAPS_TO,,<auto>,1751446482887,
893,Pericardial friction rub,0,,1.00,UNCHECKED,UNREVIEWED,,0,4323122,Pericardial friction rub,Condition,MAPS_TO,,<auto>,1751446488631,
1386,Polyvalent Anti Snake Serum,0,,0.54,UNCHECKED,UNREVIEWED,,0,4227263,Genus Oxybelis,Observation,MAPS_TO,,<auto>,1751446519642,
1402,Salbutamol & Bromhexine,0,,0.62,UNCHECKED,UNREVIEWED,,0,19030493,bromhexine,Drug,MAPS_TO,,<auto>,1751446445109,
480,Intravenous,0,,1.00,UNCHECKED,UNREVIEWED,,0,45880861,Intravenous,Meas Value,MAPS_TO,,<auto>,1751446428200,
905,Increased skin temperature,0,,1.00,UNCHECKED,UNREVIEWED,,0,4062189,Increased skin temperature,Observation,MAPS_TO,,<auto>,1751446500828,
1033,Visit Diagnoses,0,,0.67,UNCHECKED,UNREVIEWED,,0,4234469,Diagnosis,Observation,MAPS_TO,,<auto>,1751446445642,
684,Refused,0,,1.00,UNCHECKED,UNREVIEWED,,0,45878680,Refused,Meas Value,MAPS_TO,,<auto>,1751446445298,
1343,Levofloxacin,0,,1.00,UNCHECKED,UNREVIEWED,,0,1742253,levofloxacin,Drug,MAPS_TO,,<auto>,1751446488987,
476,Intranasal,0,,1.00,UNCHECKED,UNREVIEWED,,0,36311072,Intranasal,Meas Value,MAPS_TO,,<auto>,1751446483492,
376,Acute respiratory disease due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),0,,0.89,UNCHECKED,UNREVIEWED,,0,756055,Measurement of Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Measurement,MAPS_TO,,<auto>,1751446482733,
903,Polyuria,0,,1.00,UNCHECKED,UNREVIEWED,,0,21499277,Polyuria,Meas Value,MAPS_TO,,<auto>,1751446428485,
187,Glomerular filtration rate,1,,1.00,UNCHECKED,UNREVIEWED,,0,4213477,Glomerular filtration rate,Observation,MAPS_TO,,<auto>,1751446460027,
1098,Voiding Pain,0,,0.70,UNCHECKED,UNREVIEWED,,0,197684,Dysuria,Condition,MAPS_TO,,<auto>,1751446445669,
1122,"Localized Swelling, Mass and Lump, Multiple Sites",0,,0.58,UNCHECKED,UNREVIEWED,,0,36716247,Localized swelling,Observation,MAPS_TO,,<auto>,1751446446685,
788,Postnatal care referral,0,,0.79,UNCHECKED,UNREVIEWED,,0,4047392,Postpartum care,Observation,MAPS_TO,,<auto>,1751446446065,
249,Billable Services Set,0,,0.61,UNCHECKED,UNREVIEWED,,0,4075820,Services,Observation,MAPS_TO,,<auto>,1751446445712,
891,Palpitations,0,,1.00,UNCHECKED,UNREVIEWED,,0,45884707,Palpitations,Meas Value,MAPS_TO,,<auto>,1751446484058,
1425,Methimazole,0,,1.00,UNCHECKED,UNREVIEWED,,0,1504620,methimazole,Drug,MAPS_TO,,<auto>,1751446447010,
547,allergy to imipenem,0,,0.68,UNCHECKED,UNREVIEWED,,0,1778262,imipenem,Drug,MAPS_TO,,<auto>,1751446446255,
410,Asthma,0,,1.00,UNCHECKED,UNREVIEWED,,0,45877009,Asthma,Meas Value,MAPS_TO,,<auto>,1751446446007,
665,Religious/ethical objection,0,,0.46,UNCHECKED,UNREVIEWED,,0,4267303,Has religious belief,Observation,MAPS_TO,,<auto>,1751446520197,
1346,Lignocaine,0,,0.76,UNCHECKED,UNREVIEWED,,0,4027386,Poisoning by lidocaine,Condition,MAPS_TO,,<auto>,1751446428822,
933,Never smoker,1,,1.00,UNCHECKED,UNREVIEWED,,0,45879404,Never smoker,Meas Value,MAPS_TO,,<auto>,1751446460400,
1041,Postnatal visit number,0,,0.79,UNCHECKED,UNREVIEWED,,0,4015149,Postnatal visit,Observation,MAPS_TO,,<auto>,1751446489824,
1406,Spironolactone,0,,1.00,UNCHECKED,UNREVIEWED,,0,970250,spironolactone,Drug,MAPS_TO,,<auto>,1751446483262,
1342,Lactulose,0,,1.00,UNCHECKED,UNREVIEWED,,0,987245,lactulose,Drug,MAPS_TO,,<auto>,1751446484347,
232,Monocytes,1,,1.00,UNCHECKED,UNREVIEWED,,0,36310669,Monocytes,Meas Value,MAPS_TO,,<auto>,1751446460785,
1085,Confusion,0,,1.00,UNCHECKED,UNREVIEWED,,0,45881443,Confusion,Meas Value,MAPS_TO,,<auto>,1751446429182,
88,Urobilinogen,0,,0.83,UNCHECKED,UNREVIEWED,,0,4283360,"Urobilinogen measurement, urine",Measurement,MAPS_TO,,<auto>,1751446446429,
1080,Painful Breathing,0,,0.82,UNCHECKED,UNREVIEWED,,0,442555,Breathing painful,Condition,MAPS_TO,,<auto>,1751446520458,
293,Invoice total net taxes,0,,0.48,UNCHECKED,UNREVIEWED,,0,4009349,Inspector of taxes,Observation,MAPS_TO,,<auto>,1751446446492,
841,Nutritional support,0,,1.00,UNCHECKED,UNREVIEWED,,0,4132896,Nutritional support,Observation,MAPS_TO,,<auto>,1751446446790,
914,Eye,0,,1.00,UNCHECKED,UNREVIEWED,,0,42042845,Eye,Geography,MAPS_TO,,<auto>,1751446520504,
1596,Povidone iodine,0,,1.00,UNCHECKED,UNREVIEWED,,0,4299861,Povidone iodine,Observation,MAPS_TO,,<auto>,1751446490477,
689,Example Option 3,0,,0.53,UNCHECKED,UNREVIEWED,,0,4166132,Examination of optic disc,Procedure,MAPS_TO,,<auto>,1751446483824,
233,Neutrophils,1,,1.00,UNCHECKED,UNREVIEWED,,0,36308680,Neutrophils,Meas Value,MAPS_TO,,<auto>,1751446461065,
1717,Acute rheumatic fever (I00),0,,0.65,UNCHECKED,UNREVIEWED,,0,40394098,Acute rheumatic fever,Condition,MAPS_TO,,<auto>,1751446447107,
927,Health center hospital,0,,0.72,UNCHECKED,UNREVIEWED,,0,45885136,Health center,Meas Value,MAPS_TO,,<auto>,1751446448055,
234,Lymphocytes,1,,1.00,UNCHECKED,UNREVIEWED,,0,36309122,Lymphocytes,Meas Value,MAPS_TO,,<auto>,1751446461369,
1599,Benzyl penicillin,0,,0.82,UNCHECKED,UNREVIEWED,,0,1728416,penicillin G,Drug,MAPS_TO,,<auto>,1751446429783,
1460,Benzyl Benzoate,0,,1.00,UNCHECKED,UNREVIEWED,,0,19036946,benzyl benzoate,Drug,MAPS_TO,,<auto>,1751446447522,
563,Erythromycins,0,,0.96,UNCHECKED,UNREVIEWED,,0,1746940,erythromycin,Drug,MAPS_TO,,<auto>,1751446490781,
1641,Clomifen citrate,0,,0.78,UNCHECKED,UNREVIEWED,,0,1598819,clomiphene,Drug,MAPS_TO,,<auto>,1751446520908,
1678,Primoquine,0,,0.57,UNCHECKED,UNREVIEWED,,0,41910069,Moquetá,Geography,MAPS_TO,,<auto>,1751446448348,
440,Biscuit wafer,0,,0.84,UNCHECKED,UNREVIEWED,,0,4028187,Wafer biscuit,Observation,MAPS_TO,,<auto>,1751446430104,
1102,Fetal Distress,0,,1.00,UNCHECKED,UNREVIEWED,,0,4305304,Nonreassuring fetal status,Condition,MAPS_TO,,<auto>,1751446484552,
1145,Urinary tract infection,0,,1.00,UNCHECKED,UNREVIEWED,,0,45885199,Urinary tract infection,Meas Value,MAPS_TO,,<auto>,1751446447417,
737,Cyanosis,0,,1.00,UNCHECKED,UNREVIEWED,,0,438555,Cyanosis,Condition,MAPS_TO,,<auto>,1751446430431,
1040,duration of smoking (in years),0,,0.42,UNCHECKED,UNREVIEWED,,0,44804450,Smoking cessation,Observation,MAPS_TO,,<auto>,1751446485358,
1657,Lidocaine w & epinephrine dental,0,,0.46,UNCHECKED,UNREVIEWED,,0,1593799,epinephrine / lidocaine Injection,Drug,MAPS_TO,,<auto>,1751446447489,
733,Cocaine abuse,0,,1.00,UNCHECKED,UNREVIEWED,,0,432303,Cocaine abuse,Condition,MAPS_TO,,<auto>,1751446491339,
1438,Cefuroxime,0,,1.00,UNCHECKED,UNREVIEWED,,0,1778162,cefuroxime,Drug,MAPS_TO,,<auto>,1751446447660,
774,History of present illness,0,,1.00,UNCHECKED,UNREVIEWED,,0,3013360,History of Present illness,Observation,MAPS_TO,,<auto>,1751446447991,
1054,Sexual abstinence,0,,0.89,UNCHECKED,UNREVIEWED,,0,3006517,Sexual abstinence duration,Observation,MAPS_TO,,<auto>,1751446448190,
723,Current drugs used,0,,0.72,UNCHECKED,UNREVIEWED,,0,4213527,Current drug user,Observation,MAPS_TO,,<auto>,1751446448999,
1595,Petrolatum,0,,1.00,UNCHECKED,UNREVIEWED,,0,19033354,petrolatum,Drug,MAPS_TO,,<auto>,1751446485685,
598,Codeine,0,,1.00,UNCHECKED,UNREVIEWED,,0,36310518,Codeine,Meas Value,MAPS_TO,,<auto>,1751446448299,
343,Leishmaniasis,0,,1.00,UNCHECKED,UNREVIEWED,,0,433407,Leishmaniasis,Condition,MAPS_TO,,<auto>,1751446448622,
1229,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)",0,,0.98,UNCHECKED,UNREVIEWED,,0,46275149,"measles virus vaccine live, Enders' attenuated Edmonston strain / mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain) Injection",Drug,MAPS_TO,,<auto>,1751446503940,
1013,Kaposi Sarcoma Visit,0,,0.89,UNCHECKED,UNREVIEWED,,0,42530777,Kaposi sarcoma,Meas Value,MAPS_TO,,<auto>,1751446448302,
481,Inhalation,0,,1.00,UNCHECKED,UNREVIEWED,,0,45880877,Inhalation,Meas Value,MAPS_TO,,<auto>,1751446449426,
527,Penicillins,0,,0.92,UNCHECKED,UNREVIEWED,,0,37079058,Penicillin,Meas Value,MAPS_TO,,<auto>,1751446486131,
1266,Bupivacaine Hydrochloride,0,,0.89,UNCHECKED,UNREVIEWED,,0,37002821,bupivacaine hydrochloride 100 MG,Drug,MAPS_TO,,<auto>,1751446431319,
122,Albumin/creatinine ratio (mass ratio) in 24 hour urine,1,,0.77,UNCHECKED,UNREVIEWED,,0,3000819,Albumin/Creatinine [Mass Ratio] in 24 hour Urine,Measurement,MAPS_TO,,<auto>,1751446462880,
420,Number of occurrences,0,,1.00,UNCHECKED,UNREVIEWED,,0,4078188,Number of occurrences,Meas Value,MAPS_TO,,<auto>,1751446448179,
1263,Benzoic & Salicylic Acid,0,,0.54,UNCHECKED,UNREVIEWED,,0,964407,salicylic acid,Drug,MAPS_TO,,<auto>,1751446492067,
124,Equivocal,0,,1.00,UNCHECKED,UNREVIEWED,,0,45884087,Equivocal,Meas Value,MAPS_TO,,<auto>,1751446504233,
1715,Vital signs,0,,1.00,UNCHECKED,UNREVIEWED,,0,3028553,Vital signs,Observation,MAPS_TO,,<auto>,1751446448698,
799,Lactational amenorrhea,0,,1.00,UNCHECKED,UNREVIEWED,,0,4034018,Lactational amenorrhea,Condition,MAPS_TO,,<auto>,1751446521547,
